Source,Target,Type,Weight,Relationship
898,200,directed,1,[m:MENTIONS]
898,813,directed,1,[m:MENTIONS]
898,200,directed,1,[r:RETWEETS]
904,353,directed,1,[q:QUOTES]
925,117,directed,1,[m:MENTIONS]
925,117,directed,1,[r:RETWEETS]
956,513,directed,1,[q:QUOTES]
768,200,directed,1,[m:MENTIONS]
768,200,directed,1,[r:RETWEETS]
957,129,directed,1,[q:QUOTES]
958,18,directed,1,[m:MENTIONS]
958,18,directed,1,[r:RETWEETS]
426,241,directed,1,[m:MENTIONS]
426,241,directed,1,[r:RETWEETS]
959,212,directed,1,[m:MENTIONS]
959,212,directed,1,[r:RETWEETS]
960,200,directed,1,[m:MENTIONS]
960,813,directed,1,[m:MENTIONS]
960,200,directed,1,[r:RETWEETS]
654,31,directed,1,[q:QUOTES]
31,961,directed,1,[m:MENTIONS]
774,494,directed,1,[m:MENTIONS]
774,49,directed,1,[m:MENTIONS]
774,295,directed,1,[q:QUOTES]
774,494,directed,1,[r:RETWEETS]
494,49,directed,1,[m:MENTIONS]
494,295,directed,1,[q:QUOTES]
962,20,directed,1,[m:MENTIONS]
962,20,directed,1,[r:RETWEETS]
963,964,directed,1,[m:MENTIONS]
965,129,directed,1,[q:QUOTES]
966,967,directed,1,[q:QUOTES]
967,49,directed,1,[m:MENTIONS]
968,72,directed,1,[m:MENTIONS]
968,72,directed,1,[q:QUOTES]
968,72,directed,1,[r:RETWEETS]
969,8,directed,1,[m:MENTIONS]
969,221,directed,1,[m:MENTIONS]
969,8,directed,1,[r:RETWEETS]
970,20,directed,1,[m:MENTIONS]
970,20,directed,1,[r:RETWEETS]
531,971,directed,1,[m:MENTIONS]
972,6,directed,1,[m:MENTIONS]
972,6,directed,1,[r:RETWEETS]
973,606,directed,1,[m:MENTIONS]
973,6,directed,1,[m:MENTIONS]
973,606,directed,1,[r:RETWEETS]
974,107,directed,1,[m:MENTIONS]
974,107,directed,1,[r:RETWEETS]
975,513,directed,1,[q:QUOTES]
976,977,directed,1,[m:MENTIONS]
976,977,directed,1,[r:RETWEETS]
977,32,directed,1,[m:MENTIONS]
978,212,directed,1,[m:MENTIONS]
978,212,directed,1,[r:RETWEETS]
979,108,directed,1,[m:MENTIONS]
979,108,directed,1,[r:RETWEETS]
267,768,directed,1,[m:MENTIONS]
267,768,directed,1,[r:RETWEETS]
267,980,directed,1,[m:MENTIONS]
267,980,directed,1,[r:RETWEETS]
981,4,directed,1,[m:MENTIONS]
981,4,directed,1,[r:RETWEETS]
963,982,directed,1,[m:MENTIONS]
963,6,directed,1,[m:MENTIONS]
983,20,directed,1,[m:MENTIONS]
983,20,directed,1,[r:RETWEETS]
984,8,directed,1,[m:MENTIONS]
984,105,directed,1,[m:MENTIONS]
984,533,directed,1,[m:MENTIONS]
984,8,directed,1,[r:RETWEETS]
8,105,directed,1,[m:MENTIONS]
8,533,directed,1,[m:MENTIONS]
966,513,directed,1,[q:QUOTES]
985,6,directed,1,[m:MENTIONS]
986,4,directed,1,[m:MENTIONS]
986,4,directed,1,[r:RETWEETS]
987,20,directed,1,[m:MENTIONS]
987,20,directed,1,[r:RETWEETS]
983,18,directed,1,[m:MENTIONS]
983,18,directed,1,[r:RETWEETS]
125,223,directed,1,[m:MENTIONS]
125,223,directed,1,[r:RETWEETS]
898,274,directed,1,[m:MENTIONS]
898,274,directed,1,[r:RETWEETS]
988,6,directed,1,[q:QUOTES]
989,20,directed,1,[m:MENTIONS]
989,20,directed,1,[r:RETWEETS]
990,129,directed,1,[q:QUOTES]
125,154,directed,1,[m:MENTIONS]
125,154,directed,1,[r:RETWEETS]
981,4,directed,1,[q:QUOTES]
991,20,directed,1,[m:MENTIONS]
991,20,directed,1,[r:RETWEETS]
963,992,directed,1,[m:MENTIONS]
993,20,directed,1,[m:MENTIONS]
993,20,directed,1,[r:RETWEETS]
903,12,directed,1,[m:MENTIONS]
903,12,directed,1,[r:RETWEETS]
994,20,directed,1,[m:MENTIONS]
994,20,directed,1,[r:RETWEETS]
995,996,directed,1,[m:MENTIONS]
995,996,directed,1,[r:RETWEETS]
997,513,directed,1,[q:QUOTES]
998,154,directed,1,[m:MENTIONS]
998,154,directed,1,[r:RETWEETS]
999,20,directed,1,[m:MENTIONS]
999,20,directed,1,[r:RETWEETS]
1000,6,directed,1,[m:MENTIONS]
1000,6,directed,1,[r:RETWEETS]
1001,6,directed,1,[m:MENTIONS]
903,107,directed,1,[m:MENTIONS]
903,107,directed,1,[r:RETWEETS]
963,1002,directed,1,[m:MENTIONS]
1003,4,directed,1,[m:MENTIONS]
1003,4,directed,1,[q:QUOTES]
1003,4,directed,1,[r:RETWEETS]
1004,6,directed,1,[m:MENTIONS]
1005,323,directed,1,[q:QUOTES]
774,676,directed,1,[m:MENTIONS]
774,677,directed,1,[m:MENTIONS]
774,676,directed,1,[r:RETWEETS]
963,1006,directed,1,[m:MENTIONS]
963,160,directed,1,[m:MENTIONS]
963,32,directed,1,[m:MENTIONS]
1007,20,directed,1,[m:MENTIONS]
1007,20,directed,1,[r:RETWEETS]
1008,6,directed,1,[m:MENTIONS]
1009,129,directed,1,[q:QUOTES]
1010,32,directed,1,[m:MENTIONS]
1010,208,directed,1,[m:MENTIONS]
1010,6,directed,1,[m:MENTIONS]
1010,160,directed,1,[m:MENTIONS]
1011,20,directed,1,[m:MENTIONS]
1011,20,directed,1,[r:RETWEETS]
1012,20,directed,1,[m:MENTIONS]
1012,20,directed,1,[r:RETWEETS]
1013,8,directed,1,[m:MENTIONS]
1013,1014,directed,1,[m:MENTIONS]
1013,8,directed,1,[r:RETWEETS]
8,1014,directed,1,[m:MENTIONS]
1015,293,directed,1,[m:MENTIONS]
1015,293,directed,1,[r:RETWEETS]
963,1016,directed,1,[m:MENTIONS]
1017,129,directed,1,[q:QUOTES]
580,83,directed,1,[m:MENTIONS]
580,83,directed,1,[r:RETWEETS]
904,676,directed,1,[m:MENTIONS]
904,677,directed,1,[m:MENTIONS]
904,676,directed,1,[r:RETWEETS]
1018,129,directed,1,[q:QUOTES]
1019,18,directed,1,[m:MENTIONS]
1019,18,directed,1,[r:RETWEETS]
1020,372,directed,1,[m:MENTIONS]
1021,115,directed,1,[m:MENTIONS]
1021,115,directed,1,[r:RETWEETS]
1022,20,directed,1,[m:MENTIONS]
1022,20,directed,1,[r:RETWEETS]
1023,20,directed,1,[m:MENTIONS]
1023,20,directed,1,[r:RETWEETS]
1024,18,directed,1,[m:MENTIONS]
1024,18,directed,1,[r:RETWEETS]
1025,1026,directed,1,[m:MENTIONS]
959,1027,directed,1,[m:MENTIONS]
1028,129,directed,1,[q:QUOTES]
963,1029,directed,1,[m:MENTIONS]
1030,12,directed,1,[m:MENTIONS]
1031,129,directed,1,[q:QUOTES]
960,1032,directed,1,[m:MENTIONS]
960,1032,directed,1,[r:RETWEETS]
1033,6,directed,1,[m:MENTIONS]
1034,31,directed,1,[m:MENTIONS]
1034,6,directed,1,[m:MENTIONS]
1034,31,directed,1,[r:RETWEETS]
1035,1036,directed,1,[m:MENTIONS]
1037,605,directed,1,[m:MENTIONS]
1037,6,directed,1,[m:MENTIONS]
1037,605,directed,1,[r:RETWEETS]
1038,129,directed,1,[q:QUOTES]
1039,479,directed,1,[m:MENTIONS]
1010,31,directed,1,[q:QUOTES]
904,1040,directed,1,[m:MENTIONS]
904,1040,directed,1,[r:RETWEETS]
1040,49,directed,1,[m:MENTIONS]
1041,129,directed,1,[q:QUOTES]
1042,513,directed,1,[q:QUOTES]
1043,283,directed,1,[m:MENTIONS]
1043,283,directed,1,[r:RETWEETS]
1044,107,directed,1,[m:MENTIONS]
1044,107,directed,1,[r:RETWEETS]
1045,20,directed,1,[m:MENTIONS]
1045,20,directed,1,[r:RETWEETS]
1046,6,directed,1,[m:MENTIONS]
1046,6,directed,1,[r:RETWEETS]
1047,479,directed,1,[m:MENTIONS]
205,786,directed,1,[m:MENTIONS]
205,786,directed,1,[r:RETWEETS]
1048,6,directed,1,[m:MENTIONS]
1048,914,directed,1,[m:MENTIONS]
1049,4,directed,1,[m:MENTIONS]
1049,4,directed,1,[q:QUOTES]
1049,4,directed,1,[r:RETWEETS]
1050,12,directed,1,[m:MENTIONS]
1050,12,directed,1,[r:RETWEETS]
1051,6,directed,1,[m:MENTIONS]
1052,269,directed,1,[m:MENTIONS]
1052,6,directed,1,[m:MENTIONS]
1052,269,directed,1,[r:RETWEETS]
269,6,directed,1,[m:MENTIONS]
774,613,directed,1,[m:MENTIONS]
774,613,directed,1,[r:RETWEETS]
1053,20,directed,1,[m:MENTIONS]
1053,20,directed,1,[r:RETWEETS]
1054,1055,directed,1,[m:MENTIONS]
1056,103,directed,1,[m:MENTIONS]
1056,104,directed,1,[m:MENTIONS]
1056,105,directed,1,[m:MENTIONS]
1056,103,directed,1,[r:RETWEETS]
1057,12,directed,1,[m:MENTIONS]
1057,12,directed,1,[r:RETWEETS]
963,1058,directed,1,[m:MENTIONS]
963,1059,directed,1,[m:MENTIONS]
963,1060,directed,1,[m:MENTIONS]
963,1061,directed,1,[m:MENTIONS]
1062,6,directed,1,[m:MENTIONS]
1062,37,directed,1,[m:MENTIONS]
1062,9,directed,1,[m:MENTIONS]
1062,136,directed,1,[q:QUOTES]
1063,2,directed,1,[m:MENTIONS]
1063,2,directed,1,[r:RETWEETS]
97,1064,directed,1,[m:MENTIONS]
97,100,directed,1,[m:MENTIONS]
1048,1065,directed,1,[m:MENTIONS]
1048,1066,directed,1,[m:MENTIONS]
1067,274,directed,1,[m:MENTIONS]
1067,289,directed,1,[q:QUOTES]
1067,274,directed,1,[r:RETWEETS]
963,1068,directed,1,[m:MENTIONS]
963,1069,directed,1,[m:MENTIONS]
1063,83,directed,1,[m:MENTIONS]
1063,83,directed,1,[r:RETWEETS]
13,85,directed,1,[m:MENTIONS]
13,85,directed,1,[r:RETWEETS]
1042,967,directed,1,[q:QUOTES]
1070,6,directed,1,[m:MENTIONS]
1071,6,directed,1,[m:MENTIONS]
13,83,directed,1,[m:MENTIONS]
13,83,directed,1,[r:RETWEETS]
963,1072,directed,1,[m:MENTIONS]
1073,37,directed,1,[m:MENTIONS]
1073,9,directed,1,[m:MENTIONS]
1074,494,directed,1,[m:MENTIONS]
1074,49,directed,1,[m:MENTIONS]
1074,295,directed,1,[q:QUOTES]
1074,494,directed,1,[r:RETWEETS]
1075,232,directed,1,[m:MENTIONS]
1075,60,directed,1,[q:QUOTES]
1075,232,directed,1,[r:RETWEETS]
1076,1077,directed,1,[m:MENTIONS]
1076,6,directed,1,[q:QUOTES]
1076,1077,directed,1,[r:RETWEETS]
1077,1078,directed,1,[m:MENTIONS]
1077,6,directed,1,[q:QUOTES]
1079,491,directed,1,[m:MENTIONS]
1079,6,directed,1,[m:MENTIONS]
1079,491,directed,1,[r:RETWEETS]
1080,20,directed,1,[m:MENTIONS]
1080,20,directed,1,[r:RETWEETS]
1052,1081,directed,1,[m:MENTIONS]
1052,1081,directed,1,[r:RETWEETS]
1081,6,directed,1,[m:MENTIONS]
1082,129,directed,1,[q:QUOTES]
1083,6,directed,1,[m:MENTIONS]
1083,1084,directed,1,[m:MENTIONS]
1083,32,directed,1,[m:MENTIONS]
1085,6,directed,1,[m:MENTIONS]
1086,6,directed,1,[q:QUOTES]
1087,513,directed,1,[q:QUOTES]
963,1088,directed,1,[m:MENTIONS]
1089,20,directed,1,[m:MENTIONS]
1089,20,directed,1,[r:RETWEETS]
121,814,directed,1,[m:MENTIONS]
121,814,directed,1,[r:RETWEETS]
904,571,directed,1,[q:QUOTES]
1048,1090,directed,1,[m:MENTIONS]
1050,1091,directed,1,[m:MENTIONS]
1050,1091,directed,1,[r:RETWEETS]
117,261,directed,1,[q:QUOTES]
1092,20,directed,1,[m:MENTIONS]
1092,20,directed,1,[r:RETWEETS]
1075,22,directed,1,[m:MENTIONS]
1075,22,directed,1,[r:RETWEETS]
1093,1094,directed,1,[m:MENTIONS]
1093,1095,directed,1,[m:MENTIONS]
1093,6,directed,1,[m:MENTIONS]
1063,54,directed,1,[m:MENTIONS]
1063,54,directed,1,[r:RETWEETS]
1096,295,directed,1,[m:MENTIONS]
1096,295,directed,1,[r:RETWEETS]
1097,4,directed,1,[m:MENTIONS]
1097,4,directed,1,[q:QUOTES]
1097,4,directed,1,[r:RETWEETS]
1048,1098,directed,1,[m:MENTIONS]
1048,1099,directed,1,[m:MENTIONS]
1100,1101,directed,1,[m:MENTIONS]
1100,1101,directed,1,[r:RETWEETS]
797,20,directed,1,[m:MENTIONS]
797,20,directed,1,[r:RETWEETS]
1102,676,directed,1,[m:MENTIONS]
1102,677,directed,1,[m:MENTIONS]
1102,676,directed,1,[r:RETWEETS]
1103,1104,directed,1,[m:MENTIONS]
1103,71,directed,1,[m:MENTIONS]
1103,1104,directed,1,[r:RETWEETS]
1104,71,directed,1,[m:MENTIONS]
1105,160,directed,1,[q:QUOTES]
1106,1101,directed,1,[m:MENTIONS]
1106,1101,directed,1,[r:RETWEETS]
1107,1032,directed,1,[m:MENTIONS]
1107,1032,directed,1,[r:RETWEETS]
1108,12,directed,1,[m:MENTIONS]
1109,20,directed,1,[m:MENTIONS]
1109,20,directed,1,[r:RETWEETS]
1110,129,directed,1,[q:QUOTES]
1048,1111,directed,1,[m:MENTIONS]
1112,101,directed,1,[m:MENTIONS]
1112,101,directed,1,[r:RETWEETS]
1113,116,directed,1,[m:MENTIONS]
1113,116,directed,1,[r:RETWEETS]
1114,314,directed,1,[m:MENTIONS]
1114,491,directed,1,[q:QUOTES]
1114,314,directed,1,[r:RETWEETS]
13,810,directed,1,[m:MENTIONS]
13,6,directed,1,[m:MENTIONS]
13,810,directed,1,[r:RETWEETS]
1063,154,directed,1,[m:MENTIONS]
1063,154,directed,1,[r:RETWEETS]
1115,4,directed,1,[m:MENTIONS]
1115,4,directed,1,[r:RETWEETS]
1116,2,directed,1,[m:MENTIONS]
1116,2,directed,1,[r:RETWEETS]
1117,129,directed,1,[q:QUOTES]
1118,31,directed,1,[m:MENTIONS]
1118,31,directed,1,[r:RETWEETS]
1119,31,directed,1,[m:MENTIONS]
1119,31,directed,1,[r:RETWEETS]
1120,129,directed,1,[q:QUOTES]
13,101,directed,1,[m:MENTIONS]
13,101,directed,1,[r:RETWEETS]
1121,129,directed,1,[q:QUOTES]
139,1051,directed,1,[m:MENTIONS]
139,1051,directed,1,[r:RETWEETS]
15,98,directed,1,[m:MENTIONS]
15,99,directed,1,[m:MENTIONS]
15,100,directed,1,[m:MENTIONS]
1122,129,directed,1,[m:MENTIONS]
1122,129,directed,1,[r:RETWEETS]
627,184,directed,1,[m:MENTIONS]
949,71,directed,1,[m:MENTIONS]
1123,1124,directed,1,[m:MENTIONS]
1123,6,directed,1,[m:MENTIONS]
1123,1124,directed,1,[r:RETWEETS]
1124,6,directed,1,[m:MENTIONS]
1125,810,directed,1,[m:MENTIONS]
1125,6,directed,1,[m:MENTIONS]
1125,810,directed,1,[r:RETWEETS]
123,1126,directed,1,[m:MENTIONS]
123,1126,directed,1,[r:RETWEETS]
1127,814,directed,1,[m:MENTIONS]
1127,814,directed,1,[r:RETWEETS]
1122,129,directed,1,[q:QUOTES]
1128,1129,directed,1,[m:MENTIONS]
1128,1129,directed,1,[r:RETWEETS]
1129,49,directed,1,[m:MENTIONS]
15,1085,directed,1,[m:MENTIONS]
13,580,directed,1,[m:MENTIONS]
13,580,directed,1,[r:RETWEETS]
1130,32,directed,1,[m:MENTIONS]
1130,1131,directed,1,[m:MENTIONS]
1130,1132,directed,1,[m:MENTIONS]
1133,129,directed,1,[q:QUOTES]
123,712,directed,1,[m:MENTIONS]
123,208,directed,1,[m:MENTIONS]
123,160,directed,1,[m:MENTIONS]
123,712,directed,1,[r:RETWEETS]
1126,12,directed,1,[m:MENTIONS]
1126,72,directed,1,[m:MENTIONS]
1126,12,directed,1,[r:RETWEETS]
1114,117,directed,1,[m:MENTIONS]
1114,261,directed,1,[q:QUOTES]
1114,117,directed,1,[r:RETWEETS]
1134,2,directed,1,[m:MENTIONS]
1134,2,directed,1,[r:RETWEETS]
1135,1136,directed,1,[m:MENTIONS]
1135,1136,directed,1,[r:RETWEETS]
1137,12,directed,1,[m:MENTIONS]
1138,129,directed,1,[q:QUOTES]
1139,134,directed,1,[m:MENTIONS]
1139,1140,directed,1,[m:MENTIONS]
1141,129,directed,1,[q:QUOTES]
1142,274,directed,1,[m:MENTIONS]
1142,274,directed,1,[r:RETWEETS]
1143,6,directed,1,[m:MENTIONS]
1043,606,directed,1,[m:MENTIONS]
1043,6,directed,1,[m:MENTIONS]
1043,606,directed,1,[r:RETWEETS]
1144,184,directed,1,[m:MENTIONS]
1144,184,directed,1,[r:RETWEETS]
1128,48,directed,1,[m:MENTIONS]
1128,49,directed,1,[m:MENTIONS]
1128,48,directed,1,[r:RETWEETS]
1145,129,directed,1,[q:QUOTES]
1146,6,directed,1,[m:MENTIONS]
123,654,directed,1,[m:MENTIONS]
123,655,directed,1,[m:MENTIONS]
123,656,directed,1,[m:MENTIONS]
123,657,directed,1,[m:MENTIONS]
123,658,directed,1,[m:MENTIONS]
123,72,directed,1,[q:QUOTES]
123,654,directed,1,[r:RETWEETS]
1147,223,directed,1,[m:MENTIONS]
1147,223,directed,1,[r:RETWEETS]
1148,20,directed,1,[m:MENTIONS]
1148,20,directed,1,[r:RETWEETS]
1149,129,directed,1,[q:QUOTES]
1142,606,directed,1,[m:MENTIONS]
1142,782,directed,1,[m:MENTIONS]
1142,607,directed,1,[m:MENTIONS]
1142,529,directed,1,[m:MENTIONS]
1142,606,directed,1,[q:QUOTES]
1142,606,directed,1,[r:RETWEETS]
1150,37,directed,1,[m:MENTIONS]
1150,9,directed,1,[m:MENTIONS]
1151,655,directed,1,[m:MENTIONS]
726,117,directed,1,[m:MENTIONS]
726,261,directed,1,[q:QUOTES]
726,117,directed,1,[r:RETWEETS]
1152,4,directed,1,[m:MENTIONS]
1152,4,directed,1,[q:QUOTES]
1152,4,directed,1,[r:RETWEETS]
1153,4,directed,1,[m:MENTIONS]
1153,4,directed,1,[q:QUOTES]
1153,4,directed,1,[r:RETWEETS]
1154,20,directed,1,[m:MENTIONS]
1154,20,directed,1,[r:RETWEETS]
1155,8,directed,1,[m:MENTIONS]
1155,9,directed,1,[m:MENTIONS]
1155,8,directed,1,[r:RETWEETS]
1156,12,directed,1,[m:MENTIONS]
1156,6,directed,1,[m:MENTIONS]
1156,12,directed,1,[r:RETWEETS]
1157,8,directed,1,[m:MENTIONS]
1157,6,directed,1,[m:MENTIONS]
1157,8,directed,1,[r:RETWEETS]
1126,12,directed,1,[q:QUOTES]
998,2,directed,1,[m:MENTIONS]
998,2,directed,1,[r:RETWEETS]
1114,83,directed,1,[m:MENTIONS]
1114,83,directed,1,[r:RETWEETS]
1158,6,directed,1,[m:MENTIONS]
1159,513,directed,1,[q:QUOTES]
1160,6,directed,1,[m:MENTIONS]
1114,85,directed,1,[m:MENTIONS]
1114,85,directed,1,[r:RETWEETS]
1161,4,directed,1,[m:MENTIONS]
1161,4,directed,1,[q:QUOTES]
1161,4,directed,1,[r:RETWEETS]
1162,1163,directed,1,[m:MENTIONS]
1162,12,directed,1,[m:MENTIONS]
1162,1164,directed,1,[m:MENTIONS]
200,837,directed,1,[m:MENTIONS]
200,837,directed,1,[r:RETWEETS]
1165,20,directed,1,[m:MENTIONS]
1165,20,directed,1,[r:RETWEETS]
1166,6,directed,1,[q:QUOTES]
1167,107,directed,1,[m:MENTIONS]
1167,107,directed,1,[r:RETWEETS]
1168,4,directed,1,[m:MENTIONS]
1168,4,directed,1,[q:QUOTES]
1168,4,directed,1,[r:RETWEETS]
47,613,directed,1,[m:MENTIONS]
47,613,directed,1,[r:RETWEETS]
1169,20,directed,1,[m:MENTIONS]
1169,20,directed,1,[r:RETWEETS]
1170,20,directed,1,[m:MENTIONS]
1170,20,directed,1,[r:RETWEETS]
1171,4,directed,1,[m:MENTIONS]
1171,4,directed,1,[r:RETWEETS]
1172,4,directed,1,[m:MENTIONS]
1172,4,directed,1,[r:RETWEETS]
1173,4,directed,1,[m:MENTIONS]
1173,4,directed,1,[q:QUOTES]
1173,4,directed,1,[r:RETWEETS]
1114,814,directed,1,[m:MENTIONS]
1114,814,directed,1,[r:RETWEETS]
1174,4,directed,1,[m:MENTIONS]
1174,4,directed,1,[q:QUOTES]
1174,4,directed,1,[r:RETWEETS]
1175,8,directed,1,[m:MENTIONS]
1175,9,directed,1,[m:MENTIONS]
1175,8,directed,1,[r:RETWEETS]
1176,4,directed,1,[m:MENTIONS]
1176,4,directed,1,[q:QUOTES]
1176,4,directed,1,[r:RETWEETS]
1167,41,directed,1,[m:MENTIONS]
1167,40,directed,1,[m:MENTIONS]
1167,41,directed,1,[r:RETWEETS]
1177,4,directed,1,[m:MENTIONS]
1177,4,directed,1,[q:QUOTES]
1177,4,directed,1,[r:RETWEETS]
1178,129,directed,1,[q:QUOTES]
1171,4,directed,1,[q:QUOTES]
1063,101,directed,1,[m:MENTIONS]
1063,101,directed,1,[r:RETWEETS]
1179,9,directed,1,[m:MENTIONS]
1128,613,directed,1,[m:MENTIONS]
1128,613,directed,1,[r:RETWEETS]
294,160,directed,1,[m:MENTIONS]
294,6,directed,1,[m:MENTIONS]
294,208,directed,1,[m:MENTIONS]
1043,48,directed,1,[m:MENTIONS]
1043,49,directed,1,[m:MENTIONS]
1043,48,directed,1,[r:RETWEETS]
1180,20,directed,1,[m:MENTIONS]
1180,20,directed,1,[r:RETWEETS]
123,531,directed,1,[m:MENTIONS]
123,531,directed,1,[r:RETWEETS]
1181,4,directed,1,[m:MENTIONS]
1181,4,directed,1,[q:QUOTES]
1181,4,directed,1,[r:RETWEETS]
1182,4,directed,1,[m:MENTIONS]
1182,4,directed,1,[q:QUOTES]
1182,4,directed,1,[r:RETWEETS]
1183,1184,directed,1,[m:MENTIONS]
1183,1184,directed,1,[r:RETWEETS]
1043,1129,directed,1,[m:MENTIONS]
1043,1129,directed,1,[r:RETWEETS]
25,12,directed,1,[m:MENTIONS]
25,72,directed,1,[m:MENTIONS]
25,12,directed,1,[r:RETWEETS]
1185,6,directed,1,[q:QUOTES]
1186,4,directed,1,[m:MENTIONS]
1186,4,directed,1,[q:QUOTES]
1186,4,directed,1,[r:RETWEETS]
1187,4,directed,1,[m:MENTIONS]
1187,4,directed,1,[q:QUOTES]
1187,4,directed,1,[r:RETWEETS]
1188,18,directed,1,[m:MENTIONS]
1188,18,directed,1,[r:RETWEETS]
1189,4,directed,1,[m:MENTIONS]
1189,4,directed,1,[q:QUOTES]
1189,4,directed,1,[r:RETWEETS]
1048,1190,directed,1,[m:MENTIONS]
1191,6,directed,1,[m:MENTIONS]
1192,4,directed,1,[m:MENTIONS]
1192,4,directed,1,[r:RETWEETS]
1114,1032,directed,1,[m:MENTIONS]
1114,1032,directed,1,[r:RETWEETS]
1193,4,directed,1,[m:MENTIONS]
1193,4,directed,1,[q:QUOTES]
1193,4,directed,1,[r:RETWEETS]
1194,513,directed,1,[q:QUOTES]
1195,57,directed,1,[m:MENTIONS]
1196,20,directed,1,[m:MENTIONS]
1196,20,directed,1,[r:RETWEETS]
1197,491,directed,1,[m:MENTIONS]
1197,6,directed,1,[m:MENTIONS]
1197,564,directed,1,[m:MENTIONS]
1197,565,directed,1,[m:MENTIONS]
1197,50,directed,1,[m:MENTIONS]
1197,566,directed,1,[m:MENTIONS]
1197,491,directed,1,[r:RETWEETS]
1198,4,directed,1,[m:MENTIONS]
1198,4,directed,1,[q:QUOTES]
1198,4,directed,1,[r:RETWEETS]
1199,20,directed,1,[m:MENTIONS]
1199,20,directed,1,[r:RETWEETS]
963,1200,directed,1,[m:MENTIONS]
963,1201,directed,1,[m:MENTIONS]
963,1202,directed,1,[m:MENTIONS]
963,1203,directed,1,[m:MENTIONS]
1204,768,directed,1,[m:MENTIONS]
1204,768,directed,1,[r:RETWEETS]
1205,20,directed,1,[m:MENTIONS]
1205,20,directed,1,[r:RETWEETS]
1206,20,directed,1,[m:MENTIONS]
1206,20,directed,1,[r:RETWEETS]
1207,8,directed,1,[m:MENTIONS]
1207,9,directed,1,[m:MENTIONS]
1207,8,directed,1,[r:RETWEETS]
1114,200,directed,1,[m:MENTIONS]
1114,813,directed,1,[m:MENTIONS]
1114,200,directed,1,[r:RETWEETS]
1208,4,directed,1,[m:MENTIONS]
1208,4,directed,1,[q:QUOTES]
1208,4,directed,1,[r:RETWEETS]
1161,676,directed,1,[m:MENTIONS]
1161,677,directed,1,[m:MENTIONS]
1161,676,directed,1,[r:RETWEETS]
1172,4,directed,1,[q:QUOTES]
1209,6,directed,1,[m:MENTIONS]
1209,6,directed,1,[r:RETWEETS]
1043,494,directed,1,[m:MENTIONS]
1043,295,directed,1,[q:QUOTES]
1043,494,directed,1,[r:RETWEETS]
1175,105,directed,1,[m:MENTIONS]
1175,533,directed,1,[m:MENTIONS]
1147,107,directed,1,[m:MENTIONS]
1147,107,directed,1,[r:RETWEETS]
725,98,directed,1,[m:MENTIONS]
725,99,directed,1,[m:MENTIONS]
725,98,directed,1,[r:RETWEETS]
1210,4,directed,1,[m:MENTIONS]
1210,4,directed,1,[r:RETWEETS]
1211,20,directed,1,[m:MENTIONS]
1211,20,directed,1,[r:RETWEETS]
1212,98,directed,1,[m:MENTIONS]
1212,99,directed,1,[m:MENTIONS]
1212,98,directed,1,[r:RETWEETS]
1213,4,directed,1,[m:MENTIONS]
1213,4,directed,1,[q:QUOTES]
1213,4,directed,1,[r:RETWEETS]
1192,4,directed,1,[q:QUOTES]
1214,4,directed,1,[m:MENTIONS]
1214,4,directed,1,[q:QUOTES]
1214,4,directed,1,[r:RETWEETS]
1215,8,directed,1,[m:MENTIONS]
1215,428,directed,1,[m:MENTIONS]
1215,8,directed,1,[r:RETWEETS]
8,428,directed,1,[m:MENTIONS]
1210,4,directed,1,[q:QUOTES]
13,1216,directed,1,[m:MENTIONS]
82,9,directed,1,[m:MENTIONS]
82,1217,directed,1,[m:MENTIONS]
82,9,directed,1,[r:RETWEETS]
9,1217,directed,1,[m:MENTIONS]
1218,98,directed,1,[m:MENTIONS]
1218,99,directed,1,[m:MENTIONS]
1218,98,directed,1,[r:RETWEETS]
1109,18,directed,1,[m:MENTIONS]
1109,18,directed,1,[r:RETWEETS]
421,1197,directed,1,[m:MENTIONS]
421,1197,directed,1,[r:RETWEETS]
1142,1219,directed,1,[m:MENTIONS]
1142,1219,directed,1,[r:RETWEETS]
133,261,directed,1,[q:QUOTES]
1220,12,directed,1,[m:MENTIONS]
1220,12,directed,1,[r:RETWEETS]
1221,6,directed,1,[m:MENTIONS]
1221,6,directed,1,[r:RETWEETS]
1222,1223,directed,1,[q:QUOTES]
1223,1224,directed,1,[m:MENTIONS]
1223,49,directed,1,[m:MENTIONS]
1225,98,directed,1,[m:MENTIONS]
1225,99,directed,1,[m:MENTIONS]
1225,100,directed,1,[m:MENTIONS]
1033,214,directed,1,[m:MENTIONS]
1226,1227,directed,1,[m:MENTIONS]
1226,6,directed,1,[m:MENTIONS]
1228,20,directed,1,[m:MENTIONS]
1228,20,directed,1,[r:RETWEETS]
1048,269,directed,1,[m:MENTIONS]
1229,4,directed,1,[m:MENTIONS]
1229,4,directed,1,[r:RETWEETS]
15,1070,directed,1,[m:MENTIONS]
1230,513,directed,1,[q:QUOTES]
1222,1223,directed,1,[m:MENTIONS]
1222,1223,directed,1,[r:RETWEETS]
1231,20,directed,1,[m:MENTIONS]
1231,20,directed,1,[r:RETWEETS]
1232,4,directed,1,[m:MENTIONS]
1232,4,directed,1,[r:RETWEETS]
1048,268,directed,1,[m:MENTIONS]
1229,4,directed,1,[q:QUOTES]
82,98,directed,1,[m:MENTIONS]
82,99,directed,1,[m:MENTIONS]
